,Unnamed: 0,job_title,company_name,location,salary,description,description_,ClusterLabel_Aff_Prop,ClusterLabel_kmeans,stipend
102,103,Data Science,Amero Research & Loyalty Solutions Private Limited,Ahmedabad,3500,"Selected intern's day-to-day responsibilities include: 
 
 1. Working with Python and libraries like NumPy, SciPy, Pandas, Scikit-learn, Tensorflow, etc. 
 2. Working with large data-sets","working python libraries like numpy, scipy, pandas, scikit-learn, tensorflow, etc. working large data-sets ",16,7,3500.0
103,104,ChatBot Development,CivilCops,Work From Home,6000-12000,"Selected intern's day-to-day responsibilities include: 
 
 1. Developing chatbots and voice assistant on various platforms for diverse business use-cases
 2. Working on a chatbot framework/architecture using an open-source tool or library especially Rasa or Dialogflow
 3. Implementing natural language processing (NLP) for chatbots
 4. Integrating chatbots with management dashboards and CRMs
 5. Resolving complex technical design issues by analyzing the logs, debugging code and identifying technical issues/challenges/bugs in the process
 6. Deploying applications using CI/CD tools
 7. Designing and building highly scalable AI and ML solutions
 8. Understanding business requirements and translating them into technical
 requirements
 9. Coming up with new approaches and ideas to improve the current performance of chatbots across multiple domains and build a highly personalized user experience","developing chatbots voice assistant various platforms diverse business use-cases working chatbot framework/architecture using open-source tool library especially rasa dialogflow implementing natural language processing (nlfor chatbots integrating chatbots management dashboards crms resolving complex technical design issues analyzing logs, debugging code identifying technical issues/challenges/bugs process deploying applications using ci/cd tools designing building highly scalable ai ml solutions understanding business requirements translating technical requirements coming new approaches ideas improve current performance chatbots across multiple domains build highly personalized user experience ",12,3,9000.0
104,105,Research Analysis,Decimal Point Analytics Private Limited,Work From Home,10000,"Selected intern's day-to-day responsibilities include:
 
 1. Collating market intelligence and data on economies as well as various financial markets
 2. Assisting the research analysts in writing reports on various companies, commodities, markets, and economies
 3. Working with artificial intelligence/machine learning experts to develop innovative and automated research solutions","collating market intelligence data economies well various financial markets assisting research analysts writing reports various companies, commodities, markets, economies working artificial intelligence/machine learning experts develop innovative automated research solutions ",14,4,10000.0
105,106,Data Science,KickHead Softwares Private Limited,Work From Home,10000-20000,"Selected intern's day-to-day responsibilities include:
 
 1. Prepare data models
 2. Collaborate with the product team
 3. Develop algorithms",prepare data models collaborate product team develop algorithms ,8,3,15000.0
106,107,Data Analytics,Aine Info Tech Private Limited,Work From Home,8000,"Selected intern's day-to-day responsibilities include:
 
 1. Create KPIs based models and strategic analytics to solve key business opportunities
 2. Work on creating analytical products & data visualization
 3. Create meaningful and insightful reports using powerful visualization techniques and infographic tools
 4. Work on Advanced Excel, Python, SQL for the execution of the development, validation, and implementation of statistical projects
 5. Power in-depth strategic analysis and provide analytical and decision support","create kpis based models strategic analytics solve key business opportunities work creating analytical products & data visualization create meaningful insightful reports using powerful visualization techniques infographic tools work advanced excel, python, sql execution development, validation, implementation statistical projects power in-depth strategic analysis provide analytical decision support ",14,4,8000.0
107,108,Data Analytics,Provenance Analytics,Vapi,2000-4000,"Selected intern's day-to-day responsibilities include: 
 
 1. Handling web scraping
 2. Writing efficient text processing program 
 3. Working with the team to achieve the desired output",handling web scraping writing efficient text processing program working team achieve desired output ,9,6,3000.0
108,109,Data Analytics,Priyanka Mechineni,Work From Home,5000  ,"Selected intern's day-to-day responsibilities include: 
 
 1. Work on validation of a start-up idea
 2. Research data to be analyzed and make a meaningful recommendation",work validation start-up idea research data analyzed make meaningful recommendation ,6,1,5000.0
109,110,Machine Learning,Tika Data Services Private Limited,Bangalore,10000-18000,"The internship is in Summer 2020 (May - July 2020)
 
 Selected intern's day-to-day responsibilities include: 
 
 1. Assist in prototyping machine learning algorithms for image classification
 2. Assist in prototyping machine learning algorithms for text analysis
 3. Integration of ML algorithm into existing tool frameworks",internship summer 2020 (may - july 202assist prototyping machine learning algorithms image classification assist prototyping machine learning algorithms text analysis integration ml algorithm existing tool frameworks ,1,6,14000.0
110,111,Data Annotation,Tika Data Services Private Limited,Bangalore,5000-8500,"Selected intern's day-to-day responsibilities include:
 
 1. Engage in the accurate and efficient annotation of data (image, text, audio, signal) using provided tools
 2. Engage in data entry
 3. Participate in psychology experiments for data annotation performance studies","engage accurate efficient annotation data (image, text, audio, signausing provided tools engage data entry participate psychology experiments data annotation performance studies ",9,3,6750.0
111,112,Machine Learning (NLP),HEURO,Work From Home,1000-4000,Selected intern's day-to-day responsibilities include working in a team to build the innovative NLP based machine learning model.,selected intern's day-to-day responsibilities include working team build innovative nlp based machine learning model. ,10,2,2500.0
112,113,Machine Learning,Episodiclabs Private Limited,Ahmedabad,5000-10000,"Selected intern's day-to-day responsibilities include understanding and implementing test models in TensorFlow, Caffe, etc.","selected intern's day-to-day responsibilities include understanding implementing test models tensorflow, caffe, etc. ",10,2,7500.0
113,114,Machine Learning,RedCarpetUp,Work From Home,15000-20000,"Selected intern's day-to-day responsibilities include:
 
 1. Working on data normalization in core NumPy/Pandas and Tensorflow
 2. Working on regression testing using PyTest
 3. Working on regular metric computation and monitoring like Kolmogorov-Smirnov test, AUC, ROC, etc.
 4. Working on result visualization in Bokeh","working data normalization core numpy/pandas tensorflow working regression testing using pytest working regular metric computation monitoring like kolmogorov-smirnov test, auc, roc, etc. working result visualization bokeh ",16,7,17500.0
114,115,Machine Learning,Mavenai Technologies LTD,Work From Home,5000-8000,"Selected intern's day-to-day responsibilities include: 
 
 1. Work on Arabic documents
 2. Handle annotation of Arabic documents
 3. Work with a team of machine learning engineer
 
 Arabic reading skills is mandatory for applicants.",work arabic documents handle annotation arabic documents work team machine learning engineer arabic reading skills mandatory applicants. ,11,3,6500.0
115,116,Data Science,Aramse Technologies Private Limited,Work From Home,10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Selecting features, building and optimizing classifiers using machine learning techniques
 2. Data mining using state-of-the-art methods
 3. Extending the company's data with third party sources of information when needed
 4. Enhancing data collection procedures to include information that is relevant for building analytic systems
 5. Processing, cleansing, and verifying the integrity of data used for analysis
 6. Working on ad-hoc analysis and presenting results in a clear manner
 7. Creating automated anomaly detection systems and constant tracking of its performance","selecting features, building optimizing classifiers using machine learning techniques data mining using state-of-the-art methods extending company's data third party sources information needed enhancing data collection procedures include information relevant building analytic systems processing, cleansing, verifying integrity data used analysis working ad-hoc analysis presenting results clear manner creating automated anomaly detection systems constant tracking performance ",7,4,10000.0
116,117,Machine Learning And Python,Aine Info Tech Private Limited,Work From Home,11500,"Selected intern's day-to-day responsibilities include:
 
 1. Develop engineering applications related to data mining, computer vision, and natural language processing
 2. Write code that is well designed, scalable and produce deliverable results
 3. Work on ML algorithms, their fundamentals, and mathematical underpinnings
 4. Effectively communicate results/findings through data visualization","develop engineering applications related data mining, computer vision, natural language processing write code well designed, scalable produce deliverable results work ml algorithms, fundamentals, mathematical underpinnings effectively communicate results/findings data visualization ",9,4,11500.0
117,118,Machine Learning,Pytholabs,Work From Home,3000-5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on projects based on data science, machine learning, and artificial intelligence
 2. Working on industry-specific problems with data
 3. Coordinating with top influencers in the community 
 4. Working on the learning flow and refining the ML models
 5. Curating bit-sized application based short courses (refer to our website)","working projects based data science, machine learning, artificial intelligence working industry-specific problems data coordinating top influencers community working learning flow refining ml models curating bit-sized application based short courses (refer website) ",7,7,4000.0
118,119,Artificial Intelligence (AI) & Machine Learning (ML),AARHAT ISERV LLP,Jamshedpur,5000-10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Develop transformative AI solutions to address our business requirements and challenges
 2. Understand the latest industrial and academic developments in AI/ML, application in diverse domains and user experience for next-generation devices and create prototypes for demonstration
 3. Conceptualize, design, build and develop prototypes that demonstrate the required functionality rapidly
 4. Collect, propose requirements and create an effective product/feature roadmap
 5. Work with development teams to mature these algorithms into production-quality programs
 6. Perform applied research on a wide array of text analytics and machine learning projects, file patents and publish the papers
 
 (We would like you to study and present a brief research on how AI & ML can be used in the health care and education industry)","develop transformative ai solutions address business requirements challenges understand latest industrial academic developments ai/ml, application diverse domains user experience next-generation devices create prototypes demonstration conceptualize, design, build develop prototypes demonstrate required functionality rapidly collect, propose requirements create effective product/feature roadmap work development teams mature algorithms production-quality programs perform applied research wide array text analytics machine learning projects, file patents publish papers (we would like study present brief research ai & ml used health care education industry) ",12,3,7500.0
119,120,Data Science/Machine Learning,Process Nine Technologies Private Limited,Work From Home,5000-8000,"Selected intern's day-to-day responsibilities include:
 
 1. Work on machine translation in Indian languages
 2. Manage chatbots and voice bots in Indian languages",work machine translation indian languages manage chatbots voice bots indian languages ,11,3,6500.0
120,121,Business Analysis,Signzy,Bangalore,20000  ,"Selected intern's day-to-day responsibilities include: 
 
 1. Diagnosing and troubleshooting technical issues 
 2. Researching and identifying solutions to software issues
 3. Asking targeted questions to customers to quickly understand the root of the problem
 4. Speaking to the client on phone, email or chat, until their technical issue is solved
 5. Escalating unresolved issues to appropriate internal teams 
 6. Documenting technical knowledge in the form of notes and manuals","diagnosing troubleshooting technical issues researching identifying solutions software issues asking targeted questions customers quickly understand root problem speaking client phone, email chat, technical issue solved escalating unresolved issues appropriate internal teams documenting technical knowledge form notes manuals ",17,3,20000.0
121,122,Quant Research,AsknBid Tech,Work From Home,10000-20000,"Selected intern's day-to-day responsibilities include:
 
 1. Develop strategies that predict future returns by investigating and implementing recent academic research
 2. Apply AI/ML techniques for strategy discovery, portfolio optimization, and risk management
 3. Develop algorithms to filter and combine trade strategies
 4. Optimize the framework for creating, backtesting and deploying trade strategies","develop strategies predict future returns investigating implementing recent academic research apply ai/ml techniques strategy discovery, portfolio optimization, risk management develop algorithms filter combine trade strategies optimize framework creating, backtesting deploying trade strategies ",12,4,15000.0
122,123,Cognitive Computing,GoOffer Hyperlocal Private Limited,Work From Home,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on cognitive computing & the Internet of Things
 2. Working on cognitive computing & Big Data analysis
 3. Working on cognitive computing & Cloud Computing
 4. Working on cognitive computing & reinforcement learning
 5. Working on cognitive computing & deep learning
 6. Working on cognitive computing & image understanding",working cognitive computing & internet things working cognitive computing & big data analysis working cognitive computing & cloud computing working cognitive computing & reinforcement learning working cognitive computing & deep learning working cognitive computing & image understanding ,13,6,5000.0
123,124,Business Analytics,PlanyrTrip,Work From Home,5000,"Selected intern's day-to-day responsibilities include:
 
 1. Assisting in business cases
 2. Analyzing business problem
 3. Simplifying the critical process",assisting business cases analyzing business problem simplifying critical process ,14,5,5000.0
124,125,Investment Relationship,BuzzMentr,Bhubaneswar,2000  ,"Selected intern's day-to-day responsibilities include:
 
 1. Shortlist the investor according to company working module
 2. Approach and interact with the investors on behalf of the company
 3. Share weekly report on the progress of work",shortlist investor according company working module approach interact investors behalf company share weekly report progress work ,6,1,2000.0
125,126,Data Science And Machine Learning/AI,Mind Mapperz,Work From Home,3000,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on projects based on data science, machine learning, and artificial intelligence
 2. Working on the implementation of research and methodology to change the business processes to provide new capabilities to the education domain
 3. Working on industry-specific problems with data","working projects based data science, machine learning, artificial intelligence working implementation research methodology change business processes provide new capabilities education domain working industry-specific problems data ",7,4,3000.0
126,127,Data Validation,Accrete LLC,Work From Home,10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Researching complex financial and economic topics
 2. Collaborating with domain experts on projects
 3. Working with the latest AI technology and the exceptional people making it a reality
 4. Providing feedback to the machine learning model
 5. Validating outputs from current models and suggesting improvements",researching complex financial economic topics collaborating domain experts projects working latest ai technology exceptional people making reality providing feedback machine learning model validating outputs current models suggesting improvements ,12,6,10000.0
127,128,Machine Learning,Smartknower,Work From Home,5000-7000,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on algorithms designing and developing in machine learning
 2. Discovering, designing, and developing analytical methods to support novel approaches of data and information processing","working algorithms designing developing machine learning discovering, designing, developing analytical methods support novel approaches data information processing ",3,4,6000.0
128,129,Python/Machine Learning/Data Science Development,Huzaif Sayyed,Work From Home,30000,"Selected intern's day-to-day responsibilities include: 
 
 1. Work on Python module
 2. Debug and solve problem
 3. Develop product using Python and machine learning
 4. Train models",work python module debug solve problem develop product using python machine learning train models ,0,6,30000.0
129,130,Machine Learning,W3Dev,Work From Home,5000-7000,"Selected intern's day-to-day responsibilities include building and testing classifiers for topic labeling, sentimental analysis, and intent detection.","selected intern's day-to-day responsibilities include building testing classifiers topic labeling, sentimental analysis, intent detection. ",10,2,6000.0
130,131,Machine Learning,SJTech Solutions,Work From Home,2500-3500,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on live projects of data analytics
 2. Developing deep learning and machine learning algorithms
 3. Working on supervised and unsupervised learning algorithms",working live projects data analytics developing deep learning machine learning algorithms working supervised unsupervised learning algorithms ,5,0,3000.0
131,132,Machine Learning,Revelin7 Technology Private Limited,Chandigarh,10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Going through research papers and working on the algorithm for a stated problem
 2. Attending daily brainstorming sessions with a task to complete the whitepaper
 3. Implementing algorithms and writing programs",going research papers working algorithm stated problem attending daily brainstorming sessions task complete whitepaper implementing algorithms writing programs ,12,3,10000.0
132,133,Data Analytics,Mirchi Fashion,Work From Home,5000-10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Providing expertise in data mining, and data cleansing for an e-commerce brand
 2. Translating numbers and facts to inform strategic business decisions
 3. Analyzing sales figures, market research, logistics, or transport data
 4. Creating and following processes to keep data confidential
 5. Coming up with solutions to costly business problems","providing expertise data mining, data cleansing e-commerce brand translating numbers facts inform strategic business decisions analyzing sales figures, market research, logistics, transport data creating following processes keep data confidential coming solutions costly business problems ",14,5,7500.0
133,134,Business Analytics,SoluLab,Work From Home,7000,"Selected intern's day-to-day responsibilities include: 
 
 1. Determine operational objectives by studying business functions, gathering information, evaluating output requirements and formats
 2. Construct workflow charts and diagrams, study system capabilities and write specifications
 3. Improve systems by studying current practices and designing modifications
 4. Define project requirements by identifying project milestones, phases and elements, forming project teams and establishing the project budget
 5. Monitor project progress by tracking activity, resolving problems, publishing progress reports and recommending actions
 6. Maintain user confidence and protect operations by keeping information confidential
 7. Prepare technical reports by collecting, analyzing and summarizing information and trends","determine operational objectives studying business functions, gathering information, evaluating output requirements formats construct workflow charts diagrams, study system capabilities write specifications improve systems studying current practices designing modifications define project requirements identifying project milestones, phases elements, forming project teams establishing project budget monitor project progress tracking activity, resolving problems, publishing progress reports recommending actions maintain user confidence protect operations keeping information confidential prepare technical reports collecting, analyzing summarizing information trends ",17,5,7000.0
134,135,Data Science,EMVOKE TECHNOLOGIES PRIVATE LIMITED,Work From Home,5000,"Selected intern's day-to-day responsibilities include:
 
 1. Creating models, optimizing them, and applying transfer learning
 2. Training and deploying models at scale using pipelines
 3. Working on fine-tuning hyperparameters 
 4. Creating models for both server-side computing and the edge","creating models, optimizing them, applying transfer learning training deploying models scale using pipelines working fine-tuning hyperparameters creating models server-side computing edge ",7,7,5000.0
135,136,Data Science,Reach Technologies,Work From Home,5000,"Selected intern's day-to-day responsibilities include:
 
 1. Implementing pilots to enable user data analytics (e.g. user acquisition, user churn, number of views, revenue per segment, etc. ) and related data 
 2. Working on the visualization for a large online Multi-Sided Platform (MSP)","implementing pilots enable user data analytics (e.g. user acquisition, user churn, number views, revenue per segment, etc. ) related data working visualization large online multi-sided platform (msp) ",15,1,5000.0
136,137,Data Science,SkillBit,Pune,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on data science algorithms and AI concepts
 2. Using Python or R for web scraping
 3. Building AI models using Python, machine learning, and deep learning algorithms
 4. Processing of unstructured/structured data","working data science algorithms ai concepts using python r web scraping building ai models using python, machine learning, deep learning algorithms processing unstructured/structured data ",5,0,5000.0
137,138,Research Analytics,GoOffer Hyperlocal Private Limited,Work From Home,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Work on projects including developing content, and drafting the research paper.
 2. Expand documentation in response to researchers' needs and develop use cases to inform new service development w.r.to. Industry.","work projects including developing content, drafting research paper. expand documentation response researchers' needs develop use cases inform new service development w.r.to. industry. ",6,1,5000.0
138,139,Machine Learning (Computer Vision),HEURO,Work From Home,1500-5000,"Selected intern's day-to-day responsibilities include performing a small chunk of machine learning project jobs like fine-tuning of a model, modular ML, etc.","selected intern's day-to-day responsibilities include performing small chunk machine learning project jobs like fine-tuning model, modular ml, etc. ",10,2,3250.0
139,140,Equity Research Analysis,Value Educator,Work From Home,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Initiating research analysis on different stocks
 2. Attending conference call and writing quarterly reports 
 3. Tracking various sectors and writing reports on it",initiating research analysis different stocks attending conference call writing quarterly reports tracking various sectors writing reports ,14,5,5000.0
140,141,Data Science,Grapevine,Work From Home,3000-5000,"Selected intern's day-to-day responsibilities include:
 
 1. Collecting data on consumers, competitors and market place and consolidating information into actionable items, reports, and presentations
 2. Understanding business objectives of Grapevine and its clients and designing surveys to discover prospective customers' preferences
 3. Compiling and analyzing statistical data using modern and traditional methods to collect it
 4. Processing the data on a day to day level for the team and converting them into actionable insight
 5. Working on partnerships to grow the sample size in quality and quantity","collecting data consumers, competitors market place consolidating information actionable items, reports, presentations understanding business objectives grapevine clients designing surveys discover prospective customers' preferences compiling analyzing statistical data using modern traditional methods collect processing data day day level team converting actionable insight working partnerships grow sample size quality quantity ",6,4,4000.0
141,142,Data Science,ValueAdd Research & Analytics Solutions,Work From Home,10000,"Selected intern's day-to-day responsibilities include:
 
 1. Scope out the research assignments/projects independently
 2. Meet and surpass the client expectations
 3. Support on any other client engagements, as required
 4. Take responsibility for delivery on live client projects across industries and regions
 5. Take responsibility for building, expanding and optimizing our data models, prediction algorithms correlation algorithms as well as text analytics models
 6. Build useful tools to automate and make internal systems and processes more efficient
 7. Contribute towards building in-house product initiatives
 8. Deliver and achieve 100% client satisfaction
 9. Handle marketing, business development, and organization development support
 10. Provide support on collaterals and samples
 11. Contribute towards marketing and leadership content","scope research assignments/projects independently meet surpass client expectations support client engagements, required take responsibility delivery live client projects across industries regions take responsibility building, expanding optimizing data models, prediction algorithms correlation algorithms well text analytics models build useful tools automate make internal systems processes efficient contribute towards building in-house product initiatives deliver achieve 100% client satisfaction handle marketing, business development, organization development support 1provide support collaterals samples 1contribute towards marketing leadership content ",12,3,10000.0
142,143,Business Analytics,Emoha Eldercare,Work From Home,10000-15000,"Selected intern's day-to-day responsibilities include: 
 
 1. Doing business analysis
 2. Handling data interpretation
 3. Working on dashboard preparation
 4. Doing financial analysis
 5. Working on strategy planning",business analysis handling data interpretation working dashboard preparation financial analysis working strategy planning ,14,4,12500.0
143,144,Stock Market Analytics,Aviaan,Work From Home,5000-10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Research trending shares
 2. Analyze the charts, news, etc.
 3. Shortlist good shares for clients","research trending shares analyze charts, news, etc. shortlist good shares clients ",14,5,7500.0
144,145,Data Science On Django,Markytics,Work From Home,1000-2000,"Selected intern's day-to-day responsibilities include: 
 
 1. Build a data analysis platform on Django
 2. Build ML models to analyze data and send insights to customers",build data analysis platform django build ml models analyze data send insights customers ,8,4,1500.0
145,146,Big Data Development/Data Science,Cessini Technology Private Limited,Kolkata,10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Work on Python and C/C++
 2. Work on big data and distributed technologies, such as Kafka, Apache Spark, etc.
 3. Work on RDBMS such as PostgreSQL, and non-RDBMS such /Cassandra/MongoDB
 4. Work on elastic search and data streaming
 5. Handle AI & ML","work python c/c++ work big data distributed technologies, kafka, apache spark, etc. work rdbms postgresql, non-rdbms /cassandra/mongodb work elastic search data streaming handle ai & ml ",12,7,10000.0
146,147,AI & ML Computer Vision & Robotics,Alphabt,Chennai,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Applying latest research in deep learning & neural network techniques to interface with robotic computer vision & automation
 2. Collaborating with other teams to understand the requirements and implement them in the product
 3. Conducting design and coding reviews
 4. Analyzing and improving efficiency, scalability, and stability of various AI & ML modules
 5. Working on the bridging the gap between the latest in deep learning research and its application in real-world products","applying latest research deep learning & neural network techniques interface robotic computer vision & automation collaborating teams understand requirements implement product conducting design coding reviews analyzing improving efficiency, scalability, stability various ai & ml modules working bridging gap latest deep learning research application real-world products ",12,6,5000.0
147,148,Machine Learning,Jan Elaaj,Delhi,2500,"Selected intern's day-to-day responsibilities include: 
 
 1. Research and extract features
 2. Work on model fitting
 3. Define performance indices
 4. Deploy the model",research extract features work model fitting define performance indices deploy model ,12,3,2500.0
148,149,Data Engineering,Digite Incorporated,Work From Home,20000,"Selected intern's day-to-day responsibilities include: 
 
 1. Create and maintain optimal data pipeline architecture using Scala or Python and Spark, Kafka
 2. Assemble large, complex data sets that meet functional / non-functional business requirements
 3. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
 4. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL on Cloud big data' technologies
 5. Work with stakeholders including the executive, product, data science, and design teams to assist with data-related technical issues and support their data infrastructure needs
 6. Work with data and analytics experts to strive for greater functionality in our data systems","create maintain optimal data pipeline architecture using scala python spark, kafka assemble large, complex data sets meet functional / non-functional business requirements identify, design, implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure greater scalability, etc. build infrastructure required optimal extraction, transformation, loading data wide variety data sources using sql cloud big data' technologies work stakeholders including executive, product, data science, design teams assist data-related technical issues support data infrastructure needs work data analytics experts strive greater functionality data systems ",8,4,20000.0
149,150,Analyst,eWards,Kolkata,5000-8000,"Selected intern's day-to-day responsibilities include: 
 
 1. Sourcing data from various teams & individuals and preparing MIS for the management.
 2. Analysing the data and reporting the analysis to the management by preparing presentations.
 3. Proficient in Microsoft Office (especially Excel and Power Point) and Gsheets.
 4. Must be a team worker.
 5. Ability and zeal to google information for research work and being self motivated at work is a must.",sourcing data various teams & individuals preparing mis management. analysing data reporting analysis management preparing presentations. proficient microsoft office (especially excel power poinand gsheets. must team worker. ability zeal google information research work self motivated work must. ,15,5,6500.0
150,151,Data Analytics,TrendyDice,Work From Home,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on data wrangling using Python, pandas
 2. Handling Excel-based analysis
 3. Working on basic linear regression","working data wrangling using python, pandas handling excel-based analysis working basic linear regression ",16,7,5000.0
151,152,Data Analytics,SkyQuest Technology Consulting Private Limited,Work From Home,1000,"Roles and Responsibilities
 
  Interpret data, analyze results using statistical techniques and provide ongoing reports.
  Have to do data visualisation and Predictive factor analysis.
  Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
  Acquire data from primary or secondary data sources and maintain databases/data systems
  Identify, analyze, and interpret trends or patterns in complex data sets
  Filter and -clean- data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
  Work with management to prioritize business and information needs
  Locate and define new process improvement opportunities","roles responsibilities interpret data, analyze results using statistical techniques provide ongoing reports. data visualisation predictive factor analysis. develop implement databases, data collection systems, data analytics strategies optimize statistical efficiency quality acquire data primary secondary data sources maintain databases/data systems identify, analyze, interpret trends patterns complex data sets filter -clean- data reviewing computer reports, printouts, performance indicators locate correct code problems work management prioritize business information needs locate define new process improvement opportunities ",8,4,1000.0
152,153,Question Paper Analytics,Test Mandi,Work From Home,8000,"Selected intern's day-to-day responsibilities include: 
 
 1. Create new, innovative and tough questions in above-mentioned topics 
 2. Create a feature
 3. Check the toughness of the current question and help in extracting the feature of the question","create new, innovative tough questions above-mentioned topics create feature check toughness current question help extracting feature question ",6,3,8000.0
153,154,Advanced Deep Learning AI,Busigence Technologies,Work From Home,7000  ,"Selected intern's day-to-day responsibilities include: 
 
 1. Understanding the research paper/pseudo code/other's GitHub code
 2. Developing/Converting the above documents in Python3/TensorFlow/PyTorch
 3. Working on model development in advanced neural networks (image/video/audio/speech/text) - CNNs/ RNNs/ Custom ANNs/ GANs/ Transformers
 
 (There shall be two projects/problems per month. This is an advanced internship. You won't be able to clear even Round 1 if you are not strong on neural networks.)",understanding research paper/pseudo code/other's github code developing/converting documents python3/tensorflow/pytorch working model development advanced neural networks (image/video/audio/speech/tex- cnns/ rnns/ custom anns/ gans/ transformers (there shall two projects/problems per month. advanced internship. able clear even round 1 strong neural networks.) ,11,6,7000.0
154,155,Research & Case Studies (Data Science&AI),Busigence Technologies,Work From Home,6000  ,"Selected intern's day-to-day responsibilities include:
 
 1. Researching on various subjects and topics on data science and AI and producing knowledgable content for customers based on research
 2. Understanding businesses and problems faced by them and how AI/ML can solve these problems
 3. Formulating business problem through data science and machine learning
 4. Researching and strategizing a solution
 
 (You shall have two projects in one month's time. The target for the project shall be handed over to you at start of the project. This is a remote internship, so you need to be self-motivated and dedicated requiring minimum follow-ups and no spoon-feeding. Though we shall conduct regular training sessions to guide you on each project's tasks.)","researching various subjects topics data science ai producing knowledgable content customers based research understanding businesses problems faced ai/ml solve problems formulating business problem data science machine learning researching strategizing solution (you shall two projects one month's time. target project shall handed start project. remote internship, need self-motivated dedicated requiring minimum follow-ups spoon-feeding. though shall conduct regular training sessions guide project's tasks.) ",4,1,6000.0
155,156,Computer Vision,Inferigence Quotient LLP,Work From Home,5000-10000,"Selected intern's day-to-day responsibilities include:

1. Work on end-to-end system development based on CNN; data preparation and annotation, training, testing, verification, documentation
2. Work on end-to-end system development based on computer vision; study of different methods, implementation, results in verification, debugging, documentation
3. Handle module and system-level testing
4. Work on implementation of hardware modules","work end-to-end system development based cnn; data preparation annotation, training, testing, verification, documentationwork end-to-end system development based computer vision; study different methods, implementation, results verification, debugging, documentationhandle module system-level testingwork implementation hardware modules ",4,7,7500.0
156,157,Civil engineer,Sunitha Infrastructures Private Limited,,3000,"Selected intern's day-to-day responsibilities include:

1. Supervising construction projects
2. Executing drawings
3. Liaising between the contractor, structural engineer, architect, and mep consultant
4. Managing inventory
5. Planning day schedules, reporting, and documentation
6. Preparing billings","supervising construction projectsexecuting drawingsliaising contractor, structural engineer, architect, mep consultantmanaging inventoryplanning day schedules, reporting, documentationpreparing billings ",6,1,3000.0
157,158,Civil engineer,SKMTECHNOSOLZ Private Limited,,5000,"Selected intern's day-to-day responsibilities include:

1. Taking The guidance classes for first two hours
2. Understanding the client requirement and analyzing the project
3. Giving report to the TL at the end of the day",taking guidance classes first two hoursunderstanding client requirement analyzing projectgiving report tl end day ,4,1,5000.0
158,159,Site Engineering (Interior Work/Civil),Adorn Abodes,,1000-15000,"Selected intern's day-to-day responsibilities include:

1. Manage and supervise site ( Interior works - Residential or Commercial) as per the approved architects' drawings & would be responsible for Labor Attendance & management
2. Understand various architectural and interior drawings issued for the site and explain it to the general contractor/labor available on-site
3. Be responsible for site-inventory management & site - material storage on-site
4. Be responsible for managing the quality of work on-site as per the Architects/Interior designers brief",manage supervise site ( interior works - residential commerciaas per approved architects' drawings & would responsible labor attendance & managementunderstand various architectural interior drawings issued site explain general contractor/labor available on-sitebe responsible site-inventory management & site - material storage on-sitebe responsible managing quality work on-site per architects/interior designers brief ,4,1,8000.0
159,160,Research-Civil/Architecture,Centre For Computational Technologies Private Limited,Work From Home,5000,"Selected intern's day-to-day responsibilities include:

1. Design and prepare accurate BIM models, plans and families using observation, measurements, sketches, specifications, verbal and written instructions, research from past similar projects
2. Perform validation studies for our products
3. Develop and document test cases and test scenarios based on app requirements
4. Provide inputs to improve app workflow and process","design prepare accurate bim models, plans families using observation, measurements, sketches, specifications, verbal written instructions, research past similar projectsperform validation studies productsdevelop document test cases test scenarios based app requirementsprovide inputs improve app workflow process ",6,3,5000.0
